Color [A=255, R=0, G=0, B=4]
Color [A=255, R=57, G=99, B=121]
Color [A=255, R=57, G=99, B=123]
Color [A=255, R=57, G=101, B=138]
Color [A=255, R=57, G=101, B=188]
Color [A=255, R=57, G=101, B=190]
Color [A=255, R=58, G=0, B=24]
Color [A=255, R=58, G=1, B=18]
Color [A=255, R=58, G=3, B=32]
Color [A=255, R=58, G=3, B=34]
Color [A=255, R=58, G=4, B=36]
Color [A=255, R=58, G=5, B=33]
Color [A=255, R=58, G=5, B=35]
Color [A=255, R=58, G=6, B=28]
Color [A=255, R=58, G=6, B=29]
Color [A=255, R=58, G=8, B=33]
Color [A=255, R=58, G=8, B=35]
Color [A=255, R=58, G=8, B=37]
Color [A=255, R=58, G=9, B=31]
Color [A=255, R=58, G=9, B=38]
Color [A=255, R=58, G=10, B=36]
Color [A=255, R=58, G=11, B=45]
Color [A=255, R=58, G=12, B=38]
Color [A=255, R=58, G=12, B=40]
Color [A=255, R=58, G=12, B=41]
Color [A=255, R=58, G=13, B=34]
Color [A=255, R=58, G=13, B=36]
Color [A=255, R=58, G=13, B=42]
Color [A=255, R=58, G=13, B=44]
Color [A=255, R=58, G=13, B=46]
Color [A=255, R=58, G=14, B=27]
Color [A=255, R=58, G=14, B=37]
Color [A=255, R=58, G=14, B=39]
Color [A=255, R=58, G=14, B=41]
Color [A=255, R=58, G=14, B=47]
Color [A=255, R=58, G=15, B=34]
Color [A=255, R=58, G=15, B=35]
Color [A=255, R=58, G=15, B=42]
Color [A=255, R=58, G=15, B=43]
Color [A=255, R=58, G=15, B=45]
Color [A=255, R=58, G=16, B=36]
Color [A=255, R=58, G=16, B=38]
Color [A=255, R=58, G=16, B=40]
Color [A=255, R=58, G=17, B=33]
Color [A=255, R=58, G=17, B=47]
Color [A=255, R=58, G=17, B=49]
Color [A=255, R=58, G=17, B=51]
Color [A=255, R=58, G=18, B=42]
Color [A=255, R=58, G=18, B=44]
Color [A=255, R=58, G=18, B=45]
Color [A=255, R=58, G=18, B=52]
Color [A=255, R=58, G=18, B=55]
Color [A=255, R=58, G=19, B=37]
Color [A=255, R=58, G=19, B=38]
Color [A=255, R=58, G=19, B=40]
Color [A=255, R=58, G=19, B=46]
Color [A=255, R=58, G=19, B=48]
Color [A=255, R=58, G=19, B=50]
Color [A=255, R=58, G=20, B=35]
Color [A=255, R=58, G=20, B=41]
Color [A=255, R=58, G=20, B=43]
Color [A=255, R=58, G=20, B=45]
Color [A=255, R=58, G=20, B=57]
Color [A=255, R=58, G=20, B=59]
Color [A=255, R=58, G=21, B=38]
Color [A=255, R=58, G=21, B=39]
Color [A=255, R=58, G=21, B=52]
Color [A=255, R=58, G=21, B=54]
Color [A=255, R=58, G=21, B=55]
Color [A=255, R=58, G=22, B=48]
Color [A=255, R=58, G=22, B=50]
Color [A=255, R=58, G=22, B=58]
Color [A=255, R=58, G=23, B=43]
Color [A=255, R=58, G=23, B=45]
Color [A=255, R=58, G=23, B=47]
Color [A=255, R=58, G=23, B=53]
Color [A=255, R=58, G=23, B=55]
Color [A=255, R=58, G=23, B=56]
Color [A=255, R=58, G=24, B=41]
Color [A=255, R=58, G=24, B=48]
Color [A=255, R=58, G=24, B=49]
Color [A=255, R=58, G=24, B=51]
Color [A=255, R=58, G=24, B=57]
Color [A=255, R=58, G=24, B=59]
Color [A=255, R=58, G=24, B=74]
Color [A=255, R=58, G=25, B=42]
Color [A=255, R=58, G=25, B=44]
Color [A=255, R=58, G=25, B=46]
Color [A=255, R=58, G=25, B=52]
Color [A=255, R=58, G=25, B=54]
Color [A=255, R=58, G=25, B=56]
Color [A=255, R=58, G=25, B=68]
Color [A=255, R=58, G=25, B=78]
Color [A=255, R=58, G=26, B=47]
Color [A=255, R=58, G=26, B=49]
Color [A=255, R=58, G=26, B=50]
Color [A=255, R=58, G=26, B=76]
Color [A=255, R=58, G=27, B=42]
Color [A=255, R=58, G=27, B=43]
Color [A=255, R=58, G=27, B=45]
Color [A=255, R=58, G=27, B=58]
Color [A=255, R=58, G=27, B=59]
Color [A=255, R=58, G=27, B=61]
Color [A=255, R=58, G=27, B=69]
Color [A=255, R=58, G=27, B=71]
Color [A=255, R=58, G=27, B=84]
Color [A=255, R=58, G=27, B=86]
Color [A=255, R=58, G=28, B=52]
Color [A=255, R=58, G=28, B=54]
Color [A=255, R=58, G=28, B=56]
Color [A=255, R=58, G=28, B=62]
Color [A=255, R=58, G=28, B=78]
Color [A=255, R=58, G=28, B=80]
Color [A=255, R=58, G=28, B=82]
Color [A=255, R=58, G=29, B=47]
Color [A=255, R=58, G=29, B=49]
Color [A=255, R=58, G=29, B=51]
Color [A=255, R=58, G=29, B=57]
Color [A=255, R=58, G=29, B=59]
Color [A=255, R=58, G=29, B=60]
Color [A=255, R=58, G=29, B=73]
Color [A=255, R=58, G=29, B=75]
Color [A=255, R=58, G=29, B=77]
Color [A=255, R=58, G=29, B=83]
Color [A=255, R=58, G=29, B=85]
Color [A=255, R=58, G=29, B=87]
Color [A=255, R=58, G=30, B=45]
Color [A=255, R=58, G=30, B=52]
Color [A=255, R=58, G=30, B=53]
Color [A=255, R=58, G=30, B=55]
Color [A=255, R=58, G=30, B=68]
Color [A=255, R=58, G=30, B=71]
Color [A=255, R=58, G=30, B=78]
Color [A=255, R=58, G=30, B=79]
Color [A=255, R=58, G=30, B=81]
Color [A=255, R=58, G=30, B=88]
Color [A=255, R=58, G=30, B=89]
Color [A=255, R=58, G=31, B=46]
Color [A=255, R=58, G=31, B=48]
Color [A=255, R=58, G=31, B=50]
Color [A=255, R=58, G=31, B=62]
Color [A=255, R=58, G=31, B=64]
Color [A=255, R=58, G=31, B=66]
Color [A=255, R=58, G=31, B=72]
Color [A=255, R=58, G=31, B=74]
Color [A=255, R=58, G=31, B=82]
Color [A=255, R=58, G=31, B=84]
Color [A=255, R=58, G=31, B=86]
Color [A=255, R=58, G=32, B=57]
Color [A=255, R=58, G=32, B=59]
Color [A=255, R=58, G=32, B=61]
Color [A=255, R=58, G=32, B=67]
Color [A=255, R=58, G=32, B=69]
Color [A=255, R=58, G=32, B=71]
Color [A=255, R=58, G=32, B=79]
Color [A=255, R=58, G=32, B=80]
Color [A=255, R=58, G=32, B=93]
Color [A=255, R=58, G=33, B=52]
Color [A=255, R=58, G=33, B=54]
Color [A=255, R=58, G=33, B=55]
Color [A=255, R=58, G=33, B=62]
Color [A=255, R=58, G=33, B=63]
Color [A=255, R=58, G=33, B=65]
Color [A=255, R=58, G=33, B=72]
Color [A=255, R=58, G=33, B=73]
Color [A=255, R=58, G=34, B=47]
Color [A=255, R=58, G=34, B=50]
Color [A=255, R=58, G=34, B=56]
Color [A=255, R=58, G=34, B=58]
Color [A=255, R=58, G=34, B=60]
Color [A=255, R=58, G=34, B=66]
Color [A=255, R=58, G=34, B=68]
Color [A=255, R=58, G=34, B=70]
Color [A=255, R=58, G=34, B=86]
Color [A=255, R=58, G=35, B=53]
Color [A=255, R=58, G=35, B=55]
Color [A=255, R=58, G=35, B=61]
Color [A=255, R=58, G=35, B=63]
Color [A=255, R=58, G=35, B=64]
Color [A=255, R=58, G=35, B=77]
Color [A=255, R=58, G=36, B=57]
Color [A=255, R=58, G=36, B=59]
Color [A=255, R=58, G=36, B=72]
Color [A=255, R=58, G=36, B=74]
Color [A=255, R=58, G=36, B=75]
Color [A=255, R=58, G=36, B=83]
Color [A=255, R=58, G=36, B=85]
Color [A=255, R=58, G=37, B=68]
Color [A=255, R=58, G=37, B=70]
Color [A=255, R=58, G=37, B=76]
Color [A=255, R=58, G=37, B=80]
Color [A=255, R=58, G=37, B=93]
Color [A=255, R=58, G=38, B=63]
Color [A=255, R=58, G=38, B=65]
Color [A=255, R=58, G=38, B=66]
Color [A=255, R=58, G=38, B=73]
Color [A=255, R=58, G=38, B=75]
Color [A=255, R=58, G=38, B=87]
Color [A=255, R=58, G=38, B=91]
Color [A=255, R=58, G=39, B=45]
Color [A=255, R=58, G=39, B=59]
Color [A=255, R=58, G=39, B=61]
Color [A=255, R=58, G=39, B=67]
Color [A=255, R=58, G=39, B=69]
Color [A=255, R=58, G=39, B=71]
Color [A=255, R=58, G=39, B=84]
Color [A=255, R=58, G=39, B=95]
Color [A=255, R=58, G=40, B=52]
Color [A=255, R=58, G=40, B=54]
Color [A=255, R=58, G=40, B=64]
Color [A=255, R=58, G=40, B=66]
Color [A=255, R=58, G=40, B=78]
Color [A=255, R=58, G=40, B=80]
Color [A=255, R=58, G=40, B=82]
Color [A=255, R=58, G=40, B=90]
Color [A=255, R=58, G=41, B=47]
Color [A=255, R=58, G=41, B=57]
Color [A=255, R=58, G=41, B=59]
Color [A=255, R=58, G=41, B=60]
Color [A=255, R=58, G=41, B=73]
Color [A=255, R=58, G=41, B=77]
Color [A=255, R=58, G=41, B=85]
Color [A=255, R=58, G=41, B=95]
Color [A=255, R=58, G=42, B=53]
Color [A=255, R=58, G=42, B=68]
Color [A=255, R=58, G=42, B=69]
Color [A=255, R=58, G=42, B=71]
Color [A=255, R=58, G=42, B=78]
Color [A=255, R=58, G=42, B=79]
Color [A=255, R=58, G=42, B=87]
Color [A=255, R=58, G=43, B=64]
Color [A=255, R=58, G=43, B=66]
Color [A=255, R=58, G=43, B=74]
Color [A=255, R=58, G=43, B=76]
Color [A=255, R=58, G=43, B=82]
Color [A=255, R=58, G=44, B=57]
Color [A=255, R=58, G=44, B=61]
Color [A=255, R=58, G=44, B=67]
Color [A=255, R=58, G=44, B=69]
Color [A=255, R=58, G=44, B=70]
Color [A=255, R=58, G=44, B=77]
Color [A=255, R=58, G=44, B=79]
Color [A=255, R=58, G=44, B=80]
Color [A=255, R=58, G=44, B=93]
Color [A=255, R=58, G=44, B=97]
Color [A=255, R=58, G=45, B=63]
Color [A=255, R=58, G=45, B=65]
Color [A=255, R=58, G=45, B=71]
Color [A=255, R=58, G=45, B=73]
Color [A=255, R=58, G=45, B=75]
Color [A=255, R=58, G=45, B=88]
Color [A=255, R=58, G=45, B=98]
Color [A=255, R=58, G=46, B=56]
Color [A=255, R=58, G=46, B=68]
Color [A=255, R=58, G=46, B=70]
Color [A=255, R=58, G=46, B=82]
Color [A=255, R=58, G=46, B=84]
Color [A=255, R=58, G=46, B=86]
Color [A=255, R=58, G=46, B=92]
Color [A=255, R=58, G=47, B=63]
Color [A=255, R=58, G=47, B=77]
Color [A=255, R=58, G=47, B=81]
Color [A=255, R=58, G=47, B=87]
Color [A=255, R=58, G=47, B=89]
Color [A=255, R=58, G=47, B=90]
Color [A=255, R=58, G=48, B=72]
Color [A=255, R=58, G=48, B=73]
Color [A=255, R=58, G=48, B=75]
Color [A=255, R=58, G=48, B=85]
Color [A=255, R=58, G=49, B=78]
Color [A=255, R=58, G=49, B=94]
Color [A=255, R=58, G=49, B=96]
Color [A=255, R=58, G=50, B=71]
Color [A=255, R=58, G=50, B=73]
Color [A=255, R=58, G=50, B=74]
Color [A=255, R=58, G=50, B=87]
Color [A=255, R=58, G=50, B=89]
Color [A=255, R=58, G=50, B=91]
Color [A=255, R=58, G=50, B=97]
Color [A=255, R=58, G=51, B=82]
Color [A=255, R=58, G=51, B=84]
Color [A=255, R=58, G=51, B=105]
Color [A=255, R=58, G=52, B=78]
Color [A=255, R=58, G=52, B=80]
Color [A=255, R=58, G=52, B=96]
Color [A=255, R=58, G=53, B=75]
Color [A=255, R=58, G=53, B=76]
Color [A=255, R=58, G=53, B=85]
Color [A=255, R=58, G=53, B=93]
Color [A=255, R=58, G=53, B=94]
Color [A=255, R=58, G=54, B=79]
Color [A=255, R=58, G=54, B=81]
Color [A=255, R=58, G=54, B=91]
Color [A=255, R=58, G=54, B=104]
Color [A=255, R=58, G=54, B=105]
Color [A=255, R=58, G=55, B=72]
Color [A=255, R=58, G=55, B=76]
Color [A=255, R=58, G=55, B=82]
Color [A=255, R=58, G=55, B=84]
Color [A=255, R=58, G=55, B=86]
Color [A=255, R=58, G=55, B=98]
Color [A=255, R=58, G=56, B=43]
Color [A=255, R=58, G=56, B=77]
Color [A=255, R=58, G=56, B=78]
Color [A=255, R=58, G=56, B=80]
Color [A=255, R=58, G=56, B=95]
Color [A=255, R=58, G=57, B=71]
Color [A=255, R=58, G=57, B=88]
Color [A=255, R=58, G=57, B=89]
Color [A=255, R=58, G=57, B=99]
Color [A=255, R=58, G=57, B=101]
Color [A=255, R=58, G=58, B=82]
Color [A=255, R=58, G=58, B=84]
Color [A=255, R=58, G=58, B=86]
Color [A=255, R=58, G=58, B=130]
Color [A=255, R=58, G=59, B=77]
Color [A=255, R=58, G=59, B=79]
Color [A=255, R=58, G=59, B=80]
Color [A=255, R=58, G=59, B=87]
Color [A=255, R=58, G=59, B=89]
Color [A=255, R=58, G=59, B=90]
Color [A=255, R=58, G=59, B=103]
Color [A=255, R=58, G=59, B=105]
Color [A=255, R=58, G=59, B=107]
Color [A=255, R=58, G=59, B=115]
Color [A=255, R=58, G=60, B=75]
Color [A=255, R=58, G=60, B=81]
Color [A=255, R=58, G=60, B=83]
Color [A=255, R=58, G=60, B=85]
Color [A=255, R=58, G=60, B=98]
Color [A=255, R=58, G=60, B=99]
Color [A=255, R=58, G=60, B=101]
Color [A=255, R=58, G=60, B=108]
Color [A=255, R=58, G=61, B=70]
Color [A=255, R=58, G=61, B=76]
Color [A=255, R=58, G=61, B=78]
Color [A=255, R=58, G=61, B=80]
Color [A=255, R=58, G=61, B=92]
Color [A=255, R=58, G=61, B=94]
Color [A=255, R=58, G=61, B=102]
Color [A=255, R=58, G=61, B=104]
Color [A=255, R=58, G=61, B=106]
Color [A=255, R=58, G=61, B=116]
Color [A=255, R=58, G=62, B=73]
Color [A=255, R=58, G=62, B=74]
Color [A=255, R=58, G=62, B=87]
Color [A=255, R=58, G=62, B=89]
Color [A=255, R=58, G=62, B=91]
Color [A=255, R=58, G=62, B=97]
Color [A=255, R=58, G=62, B=99]
Color [A=255, R=58, G=62, B=100]
Color [A=255, R=58, G=62, B=107]
Color [A=255, R=58, G=62, B=109]
Color [A=255, R=58, G=63, B=82]
Color [A=255, R=58, G=63, B=83]
Color [A=255, R=58, G=63, B=85]
Color [A=255, R=58, G=63, B=92]
Color [A=255, R=58, G=63, B=93]
Color [A=255, R=58, G=63, B=95]
Color [A=255, R=58, G=63, B=103]
Color [A=255, R=58, G=63, B=105]
Color [A=255, R=58, G=63, B=118]
Color [A=255, R=58, G=64, B=76]
Color [A=255, R=58, G=64, B=80]
Color [A=255, R=58, G=64, B=86]
Color [A=255, R=58, G=64, B=88]
Color [A=255, R=58, G=64, B=90]
Color [A=255, R=58, G=64, B=96]
Color [A=255, R=58, G=64, B=98]
Color [A=255, R=58, G=64, B=112]
Color [A=255, R=58, G=65, B=71]
Color [A=255, R=58, G=65, B=73]
Color [A=255, R=58, G=65, B=75]
Color [A=255, R=58, G=65, B=81]
Color [A=255, R=58, G=65, B=83]
Color [A=255, R=58, G=65, B=84]
Color [A=255, R=58, G=65, B=91]
Color [A=255, R=58, G=65, B=93]
Color [A=255, R=58, G=65, B=94]
Color [A=255, R=58, G=65, B=107]
Color [A=255, R=58, G=65, B=109]
Color [A=255, R=58, G=65, B=111]
Color [A=255, R=58, G=65, B=117]
Color [A=255, R=58, G=65, B=119]
Color [A=255, R=58, G=65, B=120]
Color [A=255, R=58, G=66, B=85]
Color [A=255, R=58, G=66, B=87]
Color [A=255, R=58, G=66, B=89]
Color [A=255, R=58, G=66, B=102]
Color [A=255, R=58, G=66, B=105]
Color [A=255, R=58, G=66, B=113]
Color [A=255, R=58, G=66, B=115]
Color [A=255, R=58, G=66, B=128]
Color [A=255, R=58, G=67, B=82]
Color [A=255, R=58, G=67, B=84]
Color [A=255, R=58, G=67, B=96]
Color [A=255, R=58, G=67, B=98]
Color [A=255, R=58, G=67, B=100]
Color [A=255, R=58, G=67, B=106]
Color [A=255, R=58, G=67, B=110]
Color [A=255, R=58, G=67, B=122]
Color [A=255, R=58, G=68, B=78]
Color [A=255, R=58, G=68, B=80]
Color [A=255, R=58, G=68, B=93]
Color [A=255, R=58, G=68, B=95]
Color [A=255, R=58, G=68, B=103]
Color [A=255, R=58, G=68, B=104]
Color [A=255, R=58, G=68, B=117]
Color [A=255, R=58, G=68, B=119]
Color [A=255, R=58, G=68, B=121]
Color [A=255, R=58, G=68, B=137]
Color [A=255, R=58, G=69, B=87]
Color [A=255, R=58, G=69, B=89]
Color [A=255, R=58, G=69, B=91]
Color [A=255, R=58, G=69, B=97]
Color [A=255, R=58, G=69, B=99]
Color [A=255, R=58, G=69, B=101]
Color [A=255, R=58, G=69, B=114]
Color [A=255, R=58, G=69, B=115]
Color [A=255, R=58, G=69, B=123]
Color [A=255, R=58, G=70, B=84]
Color [A=255, R=58, G=70, B=92]
Color [A=255, R=58, G=70, B=94]
Color [A=255, R=58, G=70, B=96]
Color [A=255, R=58, G=70, B=108]
Color [A=255, R=58, G=70, B=110]
Color [A=255, R=58, G=70, B=112]
Color [A=255, R=58, G=70, B=118]
Color [A=255, R=58, G=70, B=120]
Color [A=255, R=58, G=70, B=122]
Color [A=255, R=58, G=71, B=80]
Color [A=255, R=58, G=71, B=90]
Color [A=255, R=58, G=71, B=103]
Color [A=255, R=58, G=71, B=105]
Color [A=255, R=58, G=71, B=113]
Color [A=255, R=58, G=71, B=115]
Color [A=255, R=58, G=71, B=116]
Color [A=255, R=58, G=71, B=123]
Color [A=255, R=58, G=71, B=124]
Color [A=255, R=58, G=71, B=126]
Color [A=255, R=58, G=72, B=81]
Color [A=255, R=58, G=72, B=83]
Color [A=255, R=58, G=72, B=98]
Color [A=255, R=58, G=72, B=99]
Color [A=255, R=58, G=72, B=107]
Color [A=255, R=58, G=72, B=109]
Color [A=255, R=58, G=72, B=111]
Color [A=255, R=58, G=72, B=117]
Color [A=255, R=58, G=72, B=119]
Color [A=255, R=58, G=72, B=121]
Color [A=255, R=58, G=72, B=137]
Color [A=255, R=58, G=73, B=92]
Color [A=255, R=58, G=73, B=96]
Color [A=255, R=58, G=73, B=102]
Color [A=255, R=58, G=73, B=104]
Color [A=255, R=58, G=73, B=112]
Color [A=255, R=58, G=73, B=114]
Color [A=255, R=58, G=73, B=116]
Color [A=255, R=58, G=73, B=128]
Color [A=255, R=58, G=73, B=130]
Color [A=255, R=58, G=73, B=132]
Color [A=255, R=58, G=73, B=140]
Color [A=255, R=58, G=74, B=87]
Color [A=255, R=58, G=74, B=90]
Color [A=255, R=58, G=74, B=97]
Color [A=255, R=58, G=74, B=99]
Color [A=255, R=58, G=74, B=100]
Color [A=255, R=58, G=74, B=107]
Color [A=255, R=58, G=74, B=108]
Color [A=255, R=58, G=74, B=110]
Color [A=255, R=58, G=74, B=123]
Color [A=255, R=58, G=74, B=125]
Color [A=255, R=58, G=74, B=126]
Color [A=255, R=58, G=74, B=133]
Color [A=255, R=58, G=74, B=136]
Color [A=255, R=58, G=75, B=91]
Color [A=255, R=58, G=75, B=93]
Color [A=255, R=58, G=75, B=95]
Color [A=255, R=58, G=75, B=103]
Color [A=255, R=58, G=75, B=105]
Color [A=255, R=58, G=75, B=118]
Color [A=255, R=58, G=75, B=119]
Color [A=255, R=58, G=75, B=121]
Color [A=255, R=58, G=75, B=127]
Color [A=255, R=58, G=75, B=129]
Color [A=255, R=58, G=75, B=131]
Color [A=255, R=58, G=76, B=88]
Color [A=255, R=58, G=76, B=90]
Color [A=255, R=58, G=76, B=96]
Color [A=255, R=58, G=76, B=98]
Color [A=255, R=58, G=76, B=100]
Color [A=255, R=58, G=76, B=114]
Color [A=255, R=58, G=76, B=116]
Color [A=255, R=58, G=76, B=122]
Color [A=255, R=58, G=76, B=124]
Color [A=255, R=58, G=76, B=126]
Color [A=255, R=58, G=76, B=140]
Color [A=255, R=58, G=76, B=148]
Color [A=255, R=58, G=77, B=94]
Color [A=255, R=58, G=77, B=109]
Color [A=255, R=58, G=77, B=119]
Color [A=255, R=58, G=77, B=120]
Color [A=255, R=58, G=77, B=133]
Color [A=255, R=58, G=77, B=135]
Color [A=255, R=58, G=77, B=136]
Color [A=255, R=58, G=77, B=145]
Color [A=255, R=58, G=78, B=102]
Color [A=255, R=58, G=78, B=103]
Color [A=255, R=58, G=78, B=105]
Color [A=255, R=58, G=78, B=111]
Color [A=255, R=58, G=78, B=113]
Color [A=255, R=58, G=78, B=115]
Color [A=255, R=58, G=78, B=128]
Color [A=255, R=58, G=78, B=129]
Color [A=255, R=58, G=78, B=131]
Color [A=255, R=58, G=78, B=137]
Color [A=255, R=58, G=78, B=139]
Color [A=255, R=58, G=78, B=141]
Color [A=255, R=58, G=78, B=147]
Color [A=255, R=58, G=79, B=100]
Color [A=255, R=58, G=79, B=106]
Color [A=255, R=58, G=79, B=108]
Color [A=255, R=58, G=79, B=122]
Color [A=255, R=58, G=79, B=124]
Color [A=255, R=58, G=79, B=126]
Color [A=255, R=58, G=79, B=132]
Color [A=255, R=58, G=79, B=134]
Color [A=255, R=58, G=79, B=136]
Color [A=255, R=58, G=79, B=142]
Color [A=255, R=58, G=79, B=144]
Color [A=255, R=58, G=79, B=146]
Color [A=255, R=58, G=80, B=91]
Color [A=255, R=58, G=80, B=93]
Color [A=255, R=58, G=80, B=101]
Color [A=255, R=58, G=80, B=103]
Color [A=255, R=58, G=80, B=104]
Color [A=255, R=58, G=80, B=121]
Color [A=255, R=58, G=80, B=127]
Color [A=255, R=58, G=80, B=129]
Color [A=255, R=58, G=80, B=130]
Color [A=255, R=58, G=80, B=137]
Color [A=255, R=58, G=80, B=138]
Color [A=255, R=58, G=80, B=140]
Color [A=255, R=58, G=80, B=153]
Color [A=255, R=58, G=81, B=97]
Color [A=255, R=58, G=81, B=99]
Color [A=255, R=58, G=81, B=123]
Color [A=255, R=58, G=81, B=125]
Color [A=255, R=58, G=81, B=133]
Color [A=255, R=58, G=81, B=135]
Color [A=255, R=58, G=81, B=148]
Color [A=255, R=58, G=81, B=149]
Color [A=255, R=58, G=81, B=151]
Color [A=255, R=58, G=82, B=106]
Color [A=255, R=58, G=82, B=108]
Color [A=255, R=58, G=82, B=110]
Color [A=255, R=58, G=82, B=130]
Color [A=255, R=58, G=82, B=142]
Color [A=255, R=58, G=82, B=144]
Color [A=255, R=58, G=82, B=146]
Color [A=255, R=58, G=82, B=152]
Color [A=255, R=58, G=82, B=154]
Color [A=255, R=58, G=82, B=172]
Color [A=255, R=58, G=83, B=113]
Color [A=255, R=58, G=83, B=114]
Color [A=255, R=58, G=83, B=124]
Color [A=255, R=58, G=83, B=139]
Color [A=255, R=58, G=83, B=140]
Color [A=255, R=58, G=83, B=147]
Color [A=255, R=58, G=83, B=149]
Color [A=255, R=58, G=83, B=150]
Color [A=255, R=58, G=84, B=101]
Color [A=255, R=58, G=84, B=111]
Color [A=255, R=58, G=84, B=133]
Color [A=255, R=58, G=84, B=141]
Color [A=255, R=58, G=84, B=143]
Color [A=255, R=58, G=84, B=145]
Color [A=255, R=58, G=85, B=112]
Color [A=255, R=58, G=85, B=140]
Color [A=255, R=58, G=85, B=152]
Color [A=255, R=58, G=85, B=154]
Color [A=255, R=58, G=85, B=156]
Color [A=255, R=58, G=85, B=162]
Color [A=255, R=58, G=85, B=164]
Color [A=255, R=58, G=86, B=149]
Color [A=255, R=58, G=86, B=151]
Color [A=255, R=58, G=87, B=121]
Color [A=255, R=58, G=87, B=143]
Color [A=255, R=58, G=87, B=145]
Color [A=255, R=58, G=87, B=147]
Color [A=255, R=58, G=87, B=155]
Color [A=255, R=58, G=87, B=167]
Color [A=255, R=58, G=88, B=114]
Color [A=255, R=58, G=88, B=124]
Color [A=255, R=58, G=88, B=140]
Color [A=255, R=58, G=88, B=142]
Color [A=255, R=58, G=88, B=148]
Color [A=255, R=58, G=88, B=150]
Color [A=255, R=58, G=88, B=152]
Color [A=255, R=58, G=88, B=158]
Color [A=255, R=58, G=88, B=161]
Color [A=255, R=58, G=89, B=144]
Color [A=255, R=58, G=89, B=146]
Color [A=255, R=58, G=89, B=153]
Color [A=255, R=58, G=89, B=154]
Color [A=255, R=58, G=89, B=156]
Color [A=255, R=58, G=89, B=179]
Color [A=255, R=58, G=90, B=147]
Color [A=255, R=58, G=90, B=165]
Color [A=255, R=58, G=91, B=145]
Color [A=255, R=58, G=91, B=162]
Color [A=255, R=58, G=91, B=172]
Color [A=255, R=58, G=92, B=156]
Color [A=255, R=58, G=92, B=166]
Color [A=255, R=58, G=93, B=175]
Color [A=255, R=58, G=94, B=144]
Color [A=255, R=58, G=94, B=170]
Color [A=255, R=58, G=94, B=172]
Color [A=255, R=58, G=95, B=173]
Color [A=255, R=58, G=97, B=164]
Color [A=255, R=58, G=97, B=166]
Color [A=255, R=58, G=98, B=147]
Color [A=255, R=58, G=98, B=167]
Color [A=255, R=58, G=102, B=167]
Color [A=255, R=59, G=3, B=28]
Color [A=255, R=59, G=3, B=32]
Color [A=255, R=59, G=4, B=33]
Color [A=255, R=59, G=4, B=35]
Color [A=255, R=59, G=5, B=28]
Color [A=255, R=59, G=5, B=29]
Color [A=255, R=59, G=6, B=34]
Color [A=255, R=59, G=6, B=36]
Color [A=255, R=59, G=7, B=29]
Color [A=255, R=59, G=7, B=30]
Color [A=255, R=59, G=9, B=36]
Color [A=255, R=59, G=9, B=38]
Color [A=255, R=59, G=10, B=31]
Color [A=255, R=59, G=10, B=39]
Color [A=255, R=59, G=10, B=40]
Color [A=255, R=59, G=11, B=33]
Color [A=255, R=59, G=11, B=37]
Color [A=255, R=59, G=12, B=44]
Color [A=255, R=59, G=12, B=46]
Color [A=255, R=59, G=12, B=48]
Color [A=255, R=59, G=13, B=39]
Color [A=255, R=59, G=13, B=41]
Color [A=255, R=59, G=13, B=42]
Color [A=255, R=59, G=13, B=52]
Color [A=255, R=59, G=14, B=34]
Color [A=255, R=59, G=14, B=35]
Color [A=255, R=59, G=14, B=43]
